2024-02-22 00:31:15,341.26171875
2024-02-22 00:31:17,447.44140625
2024-02-22 00:31:19,450.41796875
2024-02-22 00:31:21,511.2265625
2024-02-22 00:31:23,514.7265625
2024-02-22 00:31:25,695.72265625
2024-02-22 00:31:27,734.828125
2024-02-22 00:31:29,744.27734375
2024-02-22 00:31:31,745.390625
2024-02-22 00:31:33,746.51953125
2024-02-22 00:31:35,747.63671875
2024-02-22 00:31:37,748.77734375
2024-02-22 00:31:39,749.91796875
2024-02-22 00:31:41,751.0546875
2024-02-22 00:31:43,752.171875
2024-02-22 00:31:45,753.3203125
2024-02-22 00:31:47,744.16796875
2024-02-22 00:31:49,744.17578125
2024-02-22 00:31:51,744.17578125
2024-02-22 00:31:53,745.2734375
2024-02-22 00:31:55,748.05078125
2024-02-22 00:31:57,750.94921875
2024-02-22 00:31:59,753.72265625
2024-02-22 00:32:01,756.33203125
2024-02-22 00:32:03,758.75
2024-02-22 00:32:05,761.51953125
2024-02-22 00:32:07,765.5546875
2024-02-22 00:32:09,775.1640625
2024-02-22 00:32:11,785.93359375
2024-02-22 00:32:13,794.453125
2024-02-22 00:32:15,801.4296875
2024-02-22 00:32:17,773.2421875
2024-02-22 00:32:19,781.78125
2024-02-22 00:32:21,788.78515625
2024-02-22 00:32:23,793.734375
2024-02-22 00:32:25,798.4765625
2024-02-22 00:32:27,802.63671875
2024-02-22 00:32:29,809.58984375
2024-02-22 00:32:31,817.50390625
