2024-02-22 00:14:16,400.08203125
2024-02-22 00:14:18,705.3203125
2024-02-22 00:14:20,805.77734375
2024-02-22 00:14:22,1161.04296875
2024-02-22 00:14:24,1421.5625
2024-02-22 00:14:26,1589.15234375
2024-02-22 00:14:28,1232.94140625
2024-02-22 00:14:30,1351.296875
2024-02-22 00:14:32,1216.953125
2024-02-22 00:14:34,1216.953125
2024-02-22 00:14:36,1216.953125
2024-02-22 00:14:38,1388.61328125
2024-02-22 00:14:40,1388.61328125
2024-02-22 00:14:42,1389.31640625
2024-02-22 00:14:44,1366.15625
2024-02-22 00:14:46,1372.390625
2024-02-22 00:14:48,1356.1640625
2024-02-22 00:14:50,1388.74609375
2024-02-22 00:14:52,1395.63671875
2024-02-22 00:14:54,645.4765625
